sku,weight,product_online,meta_title,meta_keywords,meta_description,created_at,updated_at,country_of_manufacture,additional_attributes
EP12TB5N,35,1,Timberloft Acacia Hardwood Flooring | Unique Wood Floors,,"Shop Timberloft Acacia hardwood flooring from Unique Wood Floors. Easy Online Ordering!
","2/23/19, 11:04 AM","7/11/22, 1:02 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=21.7,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=No,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=2300 psi,length=Random to 4',manufacturer=True Acacia,mico_carton_min=1,mico_carton_unit=21.7,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=Asian Walnut, Shittim,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EP12TB5N-S,sample_title_type=0,stain=Natural,structure=Engineered HDF,texture=Wire Brushed,thickness=1/2"",waste_percent=7,wear_layer=2mm Sawn Cut,width=4-3/4"",wood=Acacia Confusa"
EP12TB5N-S,1,1,,,,"2/23/19, 11:10 AM","8/20/21, 4:47 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
FETK3434-MT,60,1,Millennium Montigo Oiled Hardwood Flooring | Fumed Whitewashed French Oak Oil Finished Wood Floors | Unique Wood Floors,,"Buy Millennium Montigo Oak Flooring for a whitewashed, oil finished wood floor in your home. Easy online ordering at Unique Wood Floors!","3/18/19, 11:25 AM","3/12/22, 1:51 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=12.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Millennium,mico_carton_min=1,mico_carton_unit=12.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=European Oak, French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=FETK3434-MT-S,sample_title_type=0,stain=Fumed and Bleached White Wash,structure=Solid-Engineered,texture=Wire Brushed,thickness=3/4"",waste_percent=5.00,wear_layer=4 mm,width=5"",wood=White Oak"
FETK3434-MT-S,1,2,,,,"3/18/19, 11:39 AM","3/12/22, 1:51 PM",,"am_shipping_type=Wood Sample,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1280,length=Random to 6',no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,structure=Solid-Engineered,texture=Smooth,waste_percent=5.00,width=4-3/4"",wood=White Oak"
TKRY50251,50,1,Coastland Orage Flooring White Oak Flooring | French Oak Floors Factory Finished Engineered Hardwood,,,"3/19/19, 2:09 PM","8/27/20, 12:19 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=25.56,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Coastland,mico_carton_min=1,mico_carton_unit=25.56,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_sku=TKRY50251-S,sample_title_type=0,stain=Gray Washed,structure=Engineered Ply,texture=Wire Brushed,thickness=9/16"",waste_percent=5,wear_layer=3 mm,width=7"",wood=White Oak"
TKRY50251-SAMPLE,1,2,,,,"3/19/19, 2:15 PM","7/22/20, 5:13 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
TKCL50254,40,1,Coastland Chardon Flooring | Factory Finished Engineered Hardwood Floors,,,"3/21/19, 11:08 AM","11/2/22, 12:31 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=29.6,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Matte Lacquer,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Coastland,mico_carton_min=1,mico_carton_unit=29.60,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=TKCL50254-S,sample_title_type=0,stain=White-Grey Wash,structure=Engineered Ply,texture=Wire Brushed,thickness=5/8"",waste_percent=5,wear_layer=3 mm,width=10"",wood=White Oak"
TKCL50254-SAMPLE,1,2,,,,"3/21/19, 11:17 AM","11/2/22, 1:00 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=2,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
EPAFTM-CU,,1,Cumaru T-Mold | Unique Wood Floors,,,"6/19/19, 2:26 PM","4/9/21, 3:24 PM",,"am_shipping_type=Moldings,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
EPAFStN78-CU,,1,,,,"6/20/19, 3:46 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
EPAF18Rd-CU,,1,,,,"6/20/19, 3:51 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=78"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
AFVENTFL412-CU,,1,,,,"6/20/19, 3:53 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=4"" x 12"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
EPAF18STN48-CU,,1,,,,"6/20/19, 4:00 AM","4/9/21, 3:23 PM",,"am_shipping_type=Standard,dc_box_calculator_allow=0,dimensions=3/4"" x 3-1/8"" x 48"",ebizmarts_mark_visited=No,is_recurring=No,manufacturer=Elegance Plyquet,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,type_stain=Cumaru,wood=Cumaru"
WOCA565,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"6/25/19, 1:35 PM","10/6/22, 12:21 PM",,"am_shipping_type=Standard,coverage=First coat 210-270 square foot per liter.  Second coat 600-1,000 square foot per liter,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,is_recurring=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
WOCA565025A,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"6/25/19, 1:54 PM","4/1/22, 3:41 PM",,"am_shipping_type=Standard,coverage=First coat 210-270 square foot per liter.  Second coat 600-1,000 square foot per liter,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=2.5 Liter,floorcare_type=Natural,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
WOCA565525A,,1,WOCA Diamond Oil Active | Floor Care | Unique Wood Floors,,,"6/25/19, 1:54 PM","4/1/22, 3:41 PM",,"am_shipping_type=Standard,coverage=First coat 210-270 square foot per liter.  Second coat 600-1,000 square foot per liter,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,finish=Oil Finish,floorcare_size=2.5 Liter,floorcare_type=White,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
TKAT20011060-O,40,2,Vintage Ivory Flooring | Prefinished Engineered Hardwood Floors,,,"8/15/19, 2:49 PM","7/9/20, 4:12 AM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,creareseo_discontinued=301 Redirect to Category,dc_box_calculator_allow=1,dc_box_calculator_pack_size=22.02,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Oil Finish,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1360 psi,length=Random to 7',manufacturer=Vintage,mico_carton_min=1,mico_carton_unit=22.02,mico_carton_unit_suff=Square Feet,no_basement_installation=No,othernames=French Oak,popularity_by_sells=1,sample_allowed=Yes,sample_sku=TKAT20011060-O-S,stain=White Wash,structure=Engineered Ply,texture=Scraped,thickness=9/16"",waste_percent=5,wear_layer=3.4 mm,width=6"",wood=White Oak"
TKAT20011060-O-SAMPLE,1,2,,,,"8/15/19, 3:04 PM","7/21/20, 2:56 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
WOCA510902US,,1,"WOCA Home Hardwood, LVT, Tile & Laminate Floor Cleaner | Floor Care | Unique Wood Floors",,,"9/19/19, 10:37 AM","1/18/21, 5:08 PM",,"am_shipping_type=Moldings,coverage= Approximately 3200 Square foot per bottle,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,floorcare_size=750ml,is_recurring=No,pr_cartreservation_enable=Inherited,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0"
EPMAPAPPE040,40,1,Canadian Maple Flooring | Prefinished Engineered Hardwood Floors | Canadian Collection,,,"3/10/19, 2:09 PM","7/11/22, 2:14 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=27,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Floating / Glue Down,is_recurring=No,jankahardness=1450,manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=27,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPPE040-S,sample_title_type=0,stain=Natural,structure=Engineered Ply,texture=Smooth,thickness=7/16"",waste_percent=7.00,wear_layer=2.7 mm,width=4"",wood=Maple"
EPMAPAPPE040-S,1,1,,,,"10/3/19, 2:40 PM","7/21/21, 2:44 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=3-1/2"""
EPMAPAPP012,70,1,Canadian Maple Toffee Hardwood Flooring | Maple Flooring,,Shop Canadian Maple hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"3/10/19, 3:40 PM","5/11/22, 10:20 AM",,"am_shipping_type=Solid Wood,color=Medium,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=20,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPP012-S,sample_title_type=0,stain=Toffee,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=7,width=3-1/4"",wood=Maple"
EPMAPAPP012-S,1,1,,,,"3/10/19, 4:13 PM","8/25/20, 2:16 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=3-1/4"""
EPMAPAPP011,70,1,Canadian Maple Treebark Hardwood Flooring | Maple Flooring,,Shop Canadian Maple hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"10/3/19, 4:20 PM","8/29/22, 9:59 AM",,"am_shipping_type=Solid Wood,color=Dark,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=20,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPP011-S,sample_title_type=0,stain=Treebark,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=7,width=3-1/4"",wood=Maple"
EPMAPAPP011-S,1,1,,,,"3/10/19, 4:46 PM","8/25/20, 2:17 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=No,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=5.00,width=3-1/4"""
EPMAPAPP010,70,1,Canadian Maple Natural Hardwood Flooring | Maple Flooring,,Shop Canadian Maple hardwood flooring from Unique Wood Floors. Easy Online Ordering!,"10/3/19, 4:53 PM","11/23/21, 10:07 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Tongue & Groove,dc_box_calculator_allow=1,dc_box_calculator_pack_size=20,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=Yes,installation=Nail Down / Glue Down,is_recurring=No,jankahardness=1450 psi,length=Random to 7',manufacturer=Canadian,mico_carton_min=1,mico_carton_unit=20,mico_carton_unit_suff=Square Feet,no_basement_installation=Yes,othernames=Maple,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPMAPAPP010-S,sample_title_type=0,stain=Natural,structure=Solid,texture=Smooth,thickness=3/4"",waste_percent=7,width=3-1/4"",wood=Maple"
EPMAPAPP010-S,1,1,,,,"3/10/19, 5:03 PM","8/13/21, 11:19 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,greenproduct=Yes,is_recurring=No,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=7.00,width=3-1/4"""
ESPC022014,75,1,Canvas Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/3/19, 5:11 PM","9/21/22, 11:33 AM",,"am_shipping_type=Solid Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022014-S,sample_title_type=0,stain=Canvas ESPC,structure=SPC,texture=Scraped,thickness=7 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
ESPC022014-S,1,1,,,,"3/10/19, 5:32 PM","5/4/21, 3:22 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=No,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
ESPC022098,75,1,Seashell Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"7/10/19, 3:48 PM","7/11/22, 4:44 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022098-S,sample_title_type=0,stain=Seashell ESPC,structure=SPC,texture=Scraped,thickness=7 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
ESPC022098-S,1,1,,,,"7/10/19, 5:42 PM","5/5/21, 4:50 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
ESPC022096,75,1,Hickory Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/10/19, 10:49 AM","11/2/22, 1:25 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=24.03,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=24.03,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022096-SAMPLE,sample_title_type=0,stain=Hickory SPC,structure=SPC,thickness=7 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
ESPC022096-SAMPLE,1,2,,,,"9/10/19, 11:04 AM","11/2/22, 1:25 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=ESPC022096-SAMPLE,sample_title_type=0,waste_percent=10.00,width=5"""
SPC022019,75,1,Nature Walnut Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/10/19, 11:11 AM","1/21/22, 4:15 PM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022019-S,sample_title_type=0,stain=Walnut SPC,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.3 mm / 12 mil,width=7"",wood=Luxury Vinyl"
SPC022019-S,1,1,,,,"9/10/19, 11:28 AM","5/5/21, 4:47 PM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_title_type=0,waste_percent=10.00,width=5"""
SPC022356,75,1,Red Oak Mocha Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"9/10/19, 11:31 AM","10/11/22, 11:31 AM",,"am_shipping_type=Engineered Wood,color=Dark,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=28.84,ebizmarts_mark_visited=No,fifty_year_warranty=No,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 48"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=28.84,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022356-S,sample_title_type=0,stain=Red Oak Mocha SPC,structure=SPC,thickness=5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
SPC022356-SAMPLE,1,2,,,,"9/10/19, 11:37 AM","10/11/22, 11:29 AM",,"am_shipping_type=Wood Sample,dc_box_calculator_allow=0,ebizmarts_mark_visited=No,fifty_year_warranty=No,greenproduct=No,is_recurring=No,no_basement_installation=Yes,popularity_by_sells=1,pr_cartreservation_enable=Disabled,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=SPC022356-S,sample_title_type=0,waste_percent=10.00,width=5"""
EPSH9106,,1,Tucci Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 10:33 AM","3/14/22, 10:19 AM",,"am_shipping_type=Engineered Wood,color=Medium,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH9106-S,sample_title_type=0,stain=Tucci SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH8017,,1,Luxe Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 10:51 AM","6/29/22, 3:42 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH8017-S,sample_title_type=0,stain=Luxe SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH190LA,,1,Fairmont Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 11:12 AM","7/11/22, 4:43 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH190LA-S,sample_title_type=0,stain=Fairmont SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
EPSH190LE,,1,Scandia Luxury Vinyl | Flooring Minneapolis St. Paul MN | Unique Wood Floors,,,"10/28/19, 11:20 AM","7/11/22, 4:42 PM",,"am_shipping_type=Engineered Wood,color=Light,connection=Unilin Click Lock,dc_box_calculator_allow=1,dc_box_calculator_pack_size=26.77,ebizmarts_mark_visited=No,fifty_year_warranty=Yes,finish=Polyurethane with Aluminum Oxide,greenproduct=No,installation=Floating,is_recurring=No,length=Uniform 60"",manufacturer=Elegance Plyquet,mico_carton_min=1,mico_carton_unit=26.77,mico_carton_unit_suff=Square Feet,no_basement_installation=No,popularity_by_sells=1,pr_cartreservation_enable=Inherited,radiant_heat=No,sample_allowed=Yes,sample_method=Method 1,sample_price=0,sample_sku=EPSH190LE-S,sample_title_type=0,stain=Scandia SPC,structure=SPC,thickness=5.5 mm,waste_percent=7,wear_layer=0.5 mm / 20 mil,width=7"",wood=Luxury Vinyl"
